-15.93675813,-33.31800399,-16.74653578,2.134310507,3.316889532,4.170202009
-29.15297922,-37.91216403,-14.57747075,1.173256679,5.39768952,4.067262804
36.18954863,-51.20693795,34.51575866,34.35910918,0.130429837,31.87306758
37.49218733,-6.132595848,-47.01007574,36.83795516,6.192598202,10.62365619
-48.05882945,21.26118327,36.97511905,2.808965074,17.08848712,31.83602128
-8.941457938,-40.31952949,-40.68611002,2.121072477,0.799508047,4.959369721
15.30779289,-14.54153167,-4.472010976,14.71026831,2.824791834,4.451598803
-34.70626581,32.55976024,26.53363489,2.614184386,28.62123334,22.27631846
1.389154369,13.39343255,-42.7976831,3.740171666,17.04639081,-4.39E-05
-44.38375985,44.20988595,25.37409938,3.731691311,55.38437334,20.50380158
7.013502082,-1.142677675,-31.10955398,7.627658852,4.079367333,3.858344763
22.76274892,-12.76686065,27.31176864,22.7524283,8.270397935,19.36505292

